,ResponseId,Q1,Q1_feat1,Q1_feat2,Q1_feat3,Q1_feat4,Q1_feat5,Q1_feat7,Q2,Q2_feat1,Q2_feat2,Q2_feat3,Q2_feat5,Q3,Q3_feat1,Q3_feat2,Q3_feat3,Q3_feat4,Q3_feat6,Q4,Q4_feat1,Q4_feat3,Q5,Q5_feat1,Q5_feat2,Q5_feat3,Q5_feat4,Q5_feat6,Q6,Q6_feat1,Q6_feat2,Q6_feat3,Q6_feat4,Q7,Q7_feat1,Q7_feat2,Q7_feat3,Q7_feat5,Q8,Q8_feat1,Q8_feat2,Q8_feat3,Q8_feat5,Q9,Q9_feat1,Q9_feat2,Q9_feat3,Q9_feat4,Q9_feat6,Q10,Q10_feat1,Q10_feat2,Q10_feat3,Q10_feat4,Q10_feat6,Q10_feat7,Q11,Q11_feat1,Q11_feat2,Q11_feat3,Q11_feat5,Q12,Q12_feat1,Q12_feat2,Q12_feat3,Q12_feat5,Q13,Q13_feat1,Q13_feat2,Q13_feat4
11,R_2QnbCoP0Kgaovsr,2,0,1,0,0,0,0,5,0,0,0,1,1,1,0,0,0,0,3,0,1,1,1,0,0,0,0,1,1,0,0,0,5,0,0,0,1,5,0,0,0,1,"1,2,3",1,1,1,0,0,"2,3",0,1,1,0,0,0,"1,2",1,1,0,0,5,0,0,0,1,4,0,0,1
12,R_1DGzWVj0A4jXeOM,2,0,1,0,0,0,0,5,0,0,0,1,6,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,5,0,0,0,1,"2,3",0,1,1,0,3,0,0,1,0,0,2,0,1,0,0,0,0,"1,2",1,1,0,0,5,0,0,0,1,4,0,0,1
13,R_XpQad5nld3kXw0p,7,0,0,0,0,0,1,5,0,0,0,1,6,0,0,0,0,1,3,0,1,6,0,0,0,0,1,4,0,0,0,1,5,0,0,0,1,5,0,0,0,1,6,0,0,0,0,1,7,0,0,0,0,0,1,5,0,0,0,1,5,0,0,0,1,4,0,0,1
14,R_3L4Qwyc2ZOXN1ge,7,0,0,0,0,0,1,5,0,0,0,1,6,0,0,0,0,1,3,0,1,6,0,0,0,0,1,4,0,0,0,1,5,0,0,0,1,5,0,0,0,1,6,0,0,0,0,1,7,0,0,0,0,0,1,5,0,0,0,1,5,0,0,0,1,4,0,0,1
15,R_3MrRnkWEBIxSTLD,7,0,0,0,0,0,1,5,0,0,0,1,6,0,0,0,0,1,3,0,1,6,0,0,0,0,1,4,0,0,0,1,5,0,0,0,1,5,0,0,0,1,6,0,0,0,0,1,7,0,0,0,0,0,1,5,0,0,0,1,5,0,0,0,1,4,0,0,1
16,R_125skFl6yyPkVXA,"2,3,4,5",0,1,1,1,1,0,5,0,0,0,1,"2,3",0,1,1,0,0,3,0,1,1,1,0,0,0,0,3,0,0,1,0,"2,3",0,1,1,0,5,0,0,0,1,"1,2",1,1,0,0,0,"2,3",0,1,1,0,0,0,"1,2",1,1,0,0,5,0,0,0,1,4,0,0,1
17,R_2QhUZ8MeTLsVLqp,"2,3,4",0,1,1,1,0,0,3,0,0,1,0,"3,4",0,0,1,1,0,3,0,1,1,1,0,0,0,0,1,1,0,0,0,"2,3",0,1,1,0,3,0,0,1,0,3,0,0,1,0,0,"2,3",0,1,1,0,0,0,"1,2",1,1,0,0,5,0,0,0,1,4,0,0,1
18,R_STf9iRf9E15tyJH,"2,3,4,5",0,1,1,1,1,0,3,0,0,1,0,"2,3",0,1,1,0,0,3,0,1,1,1,0,0,0,0,3,0,0,1,0,5,0,0,0,1,2,0,1,0,0,6,0,0,0,0,1,3,0,0,1,0,0,0,"1,2",1,1,0,0,5,0,0,0,1,2,0,1,0
19,R_1BVGDQ7Vd1XWXls,2,0,1,0,0,0,0,3,0,0,1,0,2,0,1,0,0,0,3,0,1,1,1,0,0,0,0,4,0,0,0,1,5,0,0,0,1,5,0,0,0,1,3,0,0,1,0,0,"2,3",0,1,1,0,0,0,"1,2",1,1,0,0,5,0,0,0,1,4,0,0,1
20,R_3nu6jRiMhhp07Yx,2,0,1,0,0,0,0,"1,2",1,1,0,0,3,0,0,1,0,0,3,0,1,1,1,0,0,0,0,1,1,0,0,0,5,0,0,0,1,"1,2",1,1,0,0,3,0,0,1,0,0,3,0,0,1,0,0,0,"1,2",1,1,0,0,5,0,0,0,1,"1,2",1,1,0
21,R_2OHMekXi6vKBmKk,7,0,0,0,0,0,1,1,1,0,0,0,6,0,0,0,0,1,3,0,1,1,1,0,0,0,0,4,0,0,0,1,5,0,0,0,1,5,0,0,0,1,3,0,0,1,0,0,"2,3",0,1,1,0,0,0,"1,2",1,1,0,0,5,0,0,0,1,4,0,0,1
22,R_3O9tniQJRV54noT,2,0,1,0,0,0,0,5,0,0,0,1,3,0,0,1,0,0,3,0,1,1,1,0,0,0,0,1,1,0,0,0,5,0,0,0,1,1,1,0,0,0,"1,2,3",1,1,1,0,0,"2,3",0,1,1,0,0,0,"1,2",1,1,0,0,5,0,0,0,1,4,0,0,1
23,R_11bTZI2VgbgqhVj,"2,3,4",0,1,1,1,0,0,5,0,0,0,1,"2,3",0,1,1,0,0,3,0,1,1,1,0,0,0,0,1,1,0,0,0,5,0,0,0,1,"2,3",0,1,1,0,"1,2,3",1,1,1,0,0,"1,2,3,4",1,1,1,1,0,0,"1,2",1,1,0,0,5,0,0,0,1,4,0,0,1
24,R_1P6HJ1vLKhvFdqP,"2,3",0,1,1,0,0,0,5,0,0,0,1,6,0,0,0,0,1,3,0,1,1,1,0,0,0,0,1,1,0,0,0,5,0,0,0,1,"2,3",0,1,1,0,"2,3",0,1,1,0,0,3,0,0,1,0,0,0,"1,2",1,1,0,0,5,0,0,0,1,4,0,0,1
25,R_OybKG2awhxPfEg9,2,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,2,0,1,0,0,2,0,1,0,0,3,0,0,1,0,6,0,0,0,0,1,6,0,0,0,0,1,0,2,0,1,0,0,"1,2",1,1,0,0,4,0,0,1
26,R_3hEDDs2WtbUCDRB,5,0,0,0,0,1,0,5,0,0,0,1,"1,2",1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,5,0,0,0,1,5,0,0,0,1,3,0,0,1,0,0,"2,3",0,1,1,0,0,0,"1,2",1,1,0,0,5,0,0,0,1,4,0,0,1
27,R_1NytI6yNmYD0wr7,"1,2,4,5",1,1,0,1,1,0,"1,2,3",1,1,1,0,"1,2,3,4",1,1,1,1,0,1,1,0,1,1,0,0,0,0,"1,2,3",1,1,1,0,"1,2,3,4",1,1,1,0,"1,2,3",1,1,1,0,"1,2,3,4",1,1,1,1,0,"1,2,4",1,1,0,1,0,0,"1,2,3",1,1,1,0,"1,2,3,4",1,1,1,0,"1,2",1,1,0
28,R_247U5wfc8r6ReXL,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,"1,2",1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2,0,1,0
29,R_yR4FHcarB2dRY7n,7,0,0,0,0,0,1,3,0,0,1,0,"1,2,3",1,1,1,0,0,1,1,0,1,1,0,0,0,0,4,0,0,0,1,1,1,0,0,0,5,0,0,0,1,"1,3",1,0,1,0,0,6,0,0,0,0,1,0,"1,2",1,1,0,0,5,0,0,0,1,4,0,0,1
30,R_bg9XajRi9KbKT3b,7,0,0,0,0,0,1,5,0,0,0,1,"1,3",1,0,1,0,0,3,0,1,1,1,0,0,0,0,4,0,0,0,1,"1,2,3",1,1,1,0,5,0,0,0,1,6,0,0,0,0,1,6,0,0,0,0,1,0,"1,2",1,1,0,0,1,1,0,0,0,4,0,0,1
31,R_1FPAukzDhZSDRxp,"1,2,5",1,1,0,0,1,0,3,0,0,1,0,1,1,0,0,0,0,3,0,1,1,1,0,0,0,0,1,1,0,0,0,"1,2",1,1,0,0,"1,2,3",1,1,1,0,"1,2,4",1,1,0,1,0,"2,3,4",0,1,1,1,0,0,"1,2",1,1,0,0,"1,2",1,1,0,0,2,0,1,0
32,R_1kH0mdQ6ixsxXsJ,"2,4",0,1,0,1,0,0,3,0,0,1,0,2,0,1,0,0,0,3,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2,0,1,0,0,2,0,1,0,0,0,3,0,0,1,0,0,0,"1,2",1,1,0,0,1,1,0,0,0,4,0,0,1
33,R_3s5nganTEqELjlC,2,0,1,0,0,0,0,5,0,0,0,1,6,0,0,0,0,1,3,0,1,6,0,0,0,0,1,4,0,0,0,1,5,0,0,0,1,5,0,0,0,1,6,0,0,0,0,1,7,0,0,0,0,0,1,5,0,0,0,1,5,0,0,0,1,4,0,0,1
34,R_rp52zrfNM99u717,3,0,0,1,0,0,0,2,0,1,0,0,"2,3",0,1,1,0,0,3,0,1,1,1,0,0,0,0,1,1,0,0,0,5,0,0,0,1,5,0,0,0,1,3,0,0,1,0,0,3,0,0,1,0,0,0,"1,2",1,1,0,0,5,0,0,0,1,4,0,0,1
35,R_294SGSTouXD4yAM,2,0,1,0,0,0,0,1,1,0,0,0,"2,3",0,1,1,0,0,3,0,1,1,1,0,0,0,0,1,1,0,0,0,5,0,0,0,1,2,0,1,0,0,"1,3",1,0,1,0,0,"2,3",0,1,1,0,0,0,"1,2",1,1,0,0,5,0,0,0,1,4,0,0,1
36,R_2xYnJC0jmtgaiM9,"1,2",1,1,0,0,0,0,5,0,0,0,1,"2,3",0,1,1,0,0,3,0,1,1,1,0,0,0,0,3,0,0,1,0,2,0,1,0,0,5,0,0,0,1,3,0,0,1,0,0,3,0,0,1,0,0,0,"1,2",1,1,0,0,"1,3",1,0,1,0,1,1,0,0
37,R_UcBU8bEeMy2IQNP,7,0,0,0,0,0,1,1,1,0,0,0,6,0,0,0,0,1,1,1,0,1,1,0,0,0,0,"1,2",1,1,0,0,"1,2",1,1,0,0,5,0,0,0,1,3,0,0,1,0,0,2,0,1,0,0,0,0,"1,2",1,1,0,0,5,0,0,0,1,4,0,0,1
38,R_3EZohN022rUWH7S,7,0,0,0,0,0,1,2,0,1,0,0,"2,3",0,1,1,0,0,3,0,1,1,1,0,0,0,0,1,1,0,0,0,5,0,0,0,1,"2,3",0,1,1,0,"1,3",1,0,1,0,0,"2,3,4",0,1,1,1,0,0,"1,2",1,1,0,0,2,0,1,0,0,"1,2",1,1,0
39,R_278nFnxLDHjq9hA,"2,3",0,1,1,0,0,0,1,1,0,0,0,3,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,5,0,0,0,1,2,0,1,0,0,6,0,0,0,0,1,"2,3",0,1,1,0,0,0,"1,2",1,1,0,0,5,0,0,0,1,4,0,0,1
40,R_2Vev19WKRu5kuKc,"1,2",1,1,0,0,0,0,5,0,0,0,1,6,0,0,0,0,1,3,0,1,1,1,0,0,0,0,3,0,0,1,0,"2,3",0,1,1,0,5,0,0,0,1,"1,3",1,0,1,0,0,3,0,0,1,0,0,0,"1,2",1,1,0,0,5,0,0,0,1,4,0,0,1
