,1_Q1,1_Q10,1_Q10_5_TEXT,1_Q11,1_Q11_4_TEXT,1_Q12,1_Q12_4_TEXT,1_Q13,1_Q13_3_TEXT,1_Q185,1_Q185_5_TEXT,1_Q186,1_Q186_4_TEXT,1_Q1_6_TEXT,1_Q2,1_Q2_4_TEXT,1_Q3,1_Q3_5_TEXT,1_Q4,1_Q4_2_TEXT,1_Q5,1_Q5_35_TEXT,1_Q6,1_Q7,1_Q8,1_Q8_4_TEXT,1_Q9,1_Q9_5_TEXT,2_Q1,2_Q10,2_Q10_5_TEXT,2_Q11,2_Q11_4_TEXT,2_Q12,2_Q12_4_TEXT,2_Q13,2_Q13_3_TEXT,2_Q185,2_Q185_5_TEXT,2_Q186,2_Q186_4_TEXT,2_Q1_6_TEXT,2_Q2,2_Q2_4_TEXT,2_Q3,2_Q3_5_TEXT,2_Q4,2_Q4_2_TEXT,2_Q5,2_Q5_35_TEXT,2_Q6,2_Q7,2_Q8,2_Q8_4_TEXT,2_Q9,2_Q9_5_TEXT,3_Q1,3_Q10,3_Q10_5_TEXT,3_Q11,3_Q11_4_TEXT,3_Q12,3_Q12_4_TEXT,3_Q13,3_Q13_3_TEXT,3_Q185,3_Q185_5_TEXT,3_Q186,3_Q186_4_TEXT,3_Q1_6_TEXT,3_Q2,3_Q2_4_TEXT,3_Q3,3_Q3_5_TEXT,3_Q4,3_Q4_2_TEXT,3_Q5,3_Q5_35_TEXT,3_Q6,3_Q7,3_Q8,3_Q8_4_TEXT,3_Q9,3_Q9_5_TEXT,4_Q1,4_Q10,4_Q10_5_TEXT,4_Q11,4_Q11_4_TEXT,4_Q12,4_Q12_4_TEXT,4_Q13,4_Q13_3_TEXT,4_Q185,4_Q185_5_TEXT,4_Q186,4_Q186_4_TEXT,4_Q1_6_TEXT,4_Q2,4_Q2_4_TEXT,4_Q3,4_Q3_5_TEXT,4_Q4,4_Q4_2_TEXT,4_Q5,4_Q5_35_TEXT,4_Q6,4_Q7,4_Q8,4_Q8_4_TEXT,4_Q9,4_Q9_5_TEXT,5_Q1,5_Q10,5_Q10_5_TEXT,5_Q11,5_Q11_4_TEXT,5_Q12,5_Q12_4_TEXT,5_Q13,5_Q13_3_TEXT,5_Q185,5_Q185_5_TEXT,5_Q186,5_Q186_4_TEXT,5_Q1_6_TEXT,5_Q2,5_Q2_4_TEXT,5_Q3,5_Q3_5_TEXT,5_Q4,5_Q4_2_TEXT,5_Q5,5_Q5_35_TEXT,5_Q6,5_Q7,5_Q8,5_Q8_4_TEXT,5_Q9,5_Q9_5_TEXT,6_Q1,6_Q10,6_Q10_5_TEXT,6_Q11,6_Q11_4_TEXT,6_Q12,6_Q12_4_TEXT,6_Q13,6_Q13_3_TEXT,6_Q185,6_Q185_5_TEXT,6_Q186,6_Q186_4_TEXT,6_Q1_6_TEXT,6_Q2,6_Q2_4_TEXT,6_Q3,6_Q3_5_TEXT,6_Q4,6_Q4_2_TEXT,6_Q5,6_Q5_35_TEXT,6_Q6,6_Q7,6_Q8,6_Q8_4_TEXT,6_Q9,6_Q9_5_TEXT,Finished,Q1,Q10,Q10_5_TEXT,Q11,Q11_4_TEXT,Q12,Q12_4_TEXT,Q13,Q13_3_TEXT,Q183,Q184,Q184_4_TEXT,Q1_6_TEXT,Q2,Q20,Q2_4_TEXT,Q3,Q3_5_TEXT,Q4,Q4_2_TEXT,Q5,Q5_5_TEXT,Q6,Q7,Q7_4_TEXT,Q8,Q8_4_TEXT,Q9,Q9_5_TEXT,Random_ID,ResponseId,Unnamed: 0,a_checks,device_use,scenario
581,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,,"2,4,5",3,no_values,2,no_values,"1,2,3",no_values,1,no_values,"2,3",2,no_values,no_values,5,"2,3",no_values,"1,2,3",no_values,1,no_values,1,no_values,"2,3","2,3",no_values,1,no_values,"2,3",no_values,57828,R_3OjHCMaBQ31J157,4257,1,"1,2,3","Suppose you want to a send a text message when you are surrounded with people you are close to (e.g., friends, family members) at your home."
582,4,3,no_values,"1,2",no_values,5,no_values,1,no_values,3,no_values,5,no_values,no_values,3,no_values,3,no_values,1.0,no_values,1,no_values,1,5,5,no_values,"1,3",no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,"2,3,4","2,3",no_values,2,no_values,5,no_values,4,no_values,"2,3",no_values,5,no_values,no_values,1,no_values,1,no_values,1.0,no_values,1,no_values,3,5,5,no_values,3,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,2,"1,2,3",no_values,"1,2",no_values,2,no_values,4,no_values,"1,2,3",no_values,5,no_values,no_values,"1,3",no_values,"2,3",no_values,3.0,no_values,1,no_values,1,5,5,no_values,3,no_values,,7,"1,2,3",no_values,"1,2",no_values,5,no_values,"1,2",no_values,1,"1,2",no_values,no_values,1,"1,4,6",no_values,"2,3",no_values,1,no_values,1,no_values,1,5,no_values,5,no_values,"1,2,3",no_values,49990,R_vp3ZmoqRi092FOx,4258,1,"1,2,3,4,6","Suppose you want to listen to some audio when you are with people you know (e.g., acquaintances, colleagues) in a park."
583,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,"2,5","1,3",no_values,2,no_values,1,no_values,1,no_values,"1,3",no_values,5,no_values,no_values,1,no_values,"1,3",no_values,1.0,no_values,2,no_values,4,2,5,no_values,2,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,,"2,5","1,3",no_values,2,no_values,"1,2,3",no_values,4,no_values,4,2,no_values,no_values,5,2,no_values,"1,3",no_values,1,no_values,"2,4",no_values,4,"1,2,3",no_values,5,no_values,2,no_values,74338,R_1jN9PVjV6WBST0o,4259,1,"1,2,3,5",Suppose you want to find a route to home when you are at Starbucks with your close friends.
584,5,3,no_values,"1,2",no_values,5,no_values,4,no_values,3,no_values,5,no_values,no_values,1,no_values,3,no_values,3.0,no_values,1,no_values,"1,2",2,5,no_values,3,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,4,3,no_values,"1,2",no_values,5,no_values,4,no_values,3,no_values,5,no_values,no_values,3,no_values,"1,2",no_values,3.0,no_values,1,no_values,"1,2",3,5,no_values,"1,3",no_values,"2,4",3,no_values,5,no_values,5,no_values,4,no_values,3,no_values,"2,3",no_values,no_values,5,no_values,"2,3",no_values,1.0,no_values,1,no_values,4,5,"2,3",no_values,"1,3",no_values,1,2,no_values,5,no_values,5,no_values,4,no_values,2,no_values,5,no_values,no_values,2,no_values,4,no_values,3.0,no_values,"2,3,4",no_values,"1,2",5,5,no_values,4,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,,"2,3","1,3",no_values,"1,2",no_values,5,no_values,4,no_values,1,"1,2",no_values,no_values,1,"1,3,4,5",no_values,6,no_values,3,no_values,1,no_values,1,5,no_values,5,no_values,3,no_values,65856,R_2dzGQswx8jQEfEe,4269,1,"1,3,4,5,6","Suppose you want to browse the internet when you are at home with people you know (e.g., acquaintances, colleagues)."
585,4,3,no_values,"1,2",no_values,5,no_values,4,no_values,3,no_values,5,no_values,no_values,1,no_values,"1,2,3",no_values,1.0,no_values,1,no_values,1,5,5,no_values,"1,3",no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,3,3,no_values,5,no_values,5,no_values,4,no_values,3,no_values,5,no_values,no_values,3,no_values,"1,3",no_values,1.0,no_values,1,no_values,1,3,5,no_values,"1,3",no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,,2,3,no_values,"1,2",no_values,5,no_values,4,no_values,1,"1,2",no_values,no_values,3,"1,4",no_values,6,no_values,3,no_values,1,no_values,1,5,no_values,5,no_values,"1,2,3",no_values,24097,R_1g0js4uPUgYuycg,4270,1,"1,2,3,4,5",Suppose you want to read a digital document when you are at a park.
586,7,"2,3",no_values,"1,2",no_values,5,no_values,4,no_values,"2,3",no_values,5,no_values,no_values,5,no_values,2,no_values,1.0,no_values,1,no_values,1,1,5,no_values,2,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,3,3,no_values,2,no_values,5,no_values,"1,2",no_values,3,no_values,5,no_values,no_values,3,no_values,3,no_values,3.0,no_values,1,no_values,1,"1,2",5,no_values,"1,3",no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,,"2,5","2,3",no_values,"1,2",no_values,5,no_values,4,no_values,1,"1,2",no_values,no_values,5,"1,4",no_values,3,no_values,1,no_values,1,no_values,1,5,no_values,5,no_values,"2,3",no_values,83088,R_PFZ9HriH9tqrcdz,4275,1,"1,2,4,6",Suppose you want to read a digital document when you are at Starbucks.
587,2,3,no_values,2,no_values,5,no_values,4,no_values,3,no_values,5,no_values,no_values,1,no_values,3,no_values,3.0,no_values,1,no_values,1,5,5,no_values,6,no_values,7,3,no_values,2,no_values,1,no_values,1,no_values,3,no_values,5,no_values,no_values,5,no_values,3,no_values,3.0,no_values,1,no_values,1,5,5,no_values,6,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,2,7,no_values,2,no_values,"1,3",no_values,"1,2",no_values,7,no_values,5,no_values,no_values,5,no_values,"2,3",no_values,1.0,no_values,1,no_values,1,5,5,no_values,3,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,2,3,no_values,5,no_values,5,no_values,4,no_values,3,no_values,5,no_values,no_values,5,no_values,"2,3",no_values,1.0,no_values,1,no_values,4,5,5,no_values,3,no_values,,2,"2,3",no_values,"1,2",no_values,5,no_values,4,no_values,1,"1,2",no_values,no_values,5,"1,2,4,6",no_values,1,no_values,3,no_values,1,no_values,1,5,no_values,5,no_values,"1,2,3",no_values,57079,R_2QnbCoP0Kgaovsr,4279,1,"1,2,4,5,6","Suppose you want to take a click a photo when you are with people you are close to (e.g., friends, family members) at home"
588,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,,"1,2,3,4,5","2,3,4",no_values,"1,2,3",no_values,"1,2,3",no_values,"1,2",no_values,"2,3","1,2,3",no_values,no_values,"1,2","1,2,4",no_values,"1,3,4",no_values,1,no_values,"2,3",no_values,"2,3","1,2,3",no_values,"1,2,3",no_values,"1,2,3,4",no_values,28609,R_3ixnJbAx4jHSykK,4282,1,"1,2,3,4","Suppose you want to purchase something online when you are with people you know (e.g., acquaintances, colleagues) at a park."
589,2,2,no_values,5,no_values,1,no_values,4,no_values,2,no_values,5,no_values,no_values,5,no_values,3,no_values,1.0,no_values,1,no_values,1,5,5,no_values,3,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,2,2,no_values,"1,2",no_values,5,no_values,4,no_values,2,no_values,5,no_values,no_values,5,no_values,3,no_values,1.0,no_values,1,no_values,4,5,5,no_values,3,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,,2,2,no_values,"1,2",no_values,5,no_values,4,no_values,1,"1,2",no_values,no_values,5,"1,4",no_values,6,no_values,1,no_values,1,no_values,1,5,no_values,"2,3",no_values,3,no_values,74427,R_1DGzWVj0A4jXeOM,4285,1,"1,2,4,5",Suppose you are at sitting in a park and you want to play a digital/online game.
590,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,,"2,3","1,2,3,4",no_values,"1,2,3",no_values,"1,2",no_values,4,no_values,4,"1,2,3",no_values,no_values,2,"2,6",no_values,"1,2,4",no_values,3,no_values,"1,3,4",no_values,4,"1,2,3",no_values,5,no_values,"1,2,3,4",no_values,33807,R_2U5jOp0UDm8wPQd,4289,1,"2,5,6",Suppose you want to browse through one of your social media profiles when you are at your home.
591,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,7,7,no_values,5,no_values,5,no_values,4,no_values,7,no_values,5,no_values,no_values,5,no_values,6,no_values,3.0,no_values,6,no_values,4,5,5,no_values,6,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,,7,7,no_values,5,no_values,5,no_values,4,no_values,4,5,no_values,no_values,5,2,no_values,6,no_values,3,no_values,6,no_values,4,5,no_values,5,no_values,6,no_values,41143,R_XpQad5nld3kXw0p,4293,1,"2,5,6",Suppose you are at sitting at Starbucks and you want to play a digital/online game with some close friends.
592,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,,"1,5",3,no_values,2,no_values,1,no_values,4,no_values,3,2,no_values,no_values,5,"1,2",no_values,"1,2,3",no_values,1,no_values,1,no_values,3,5,no_values,5,no_values,6,no_values,41200,R_2urLEwivmNngGnF,4294,1,"1,2,4",Suppose you want to find a route to a coffee shop when you are at home with your by your colleagues
593,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,7,7,no_values,5,no_values,5,no_values,4,no_values,7,no_values,5,no_values,no_values,5,no_values,6,no_values,3.0,no_values,6,no_values,4,5,5,no_values,6,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,,7,7,no_values,5,no_values,5,no_values,4,no_values,4,5,no_values,no_values,5,2,no_values,6,no_values,3,no_values,6,no_values,4,5,no_values,5,no_values,6,no_values,52880,R_3L4Qwyc2ZOXN1ge,4295,1,"2,5,6","Suppose you have planned to meet a friend next week and you want to put this on your calendar when you are surrounded by people you know (e.g., acquaintances, colleagues) at a restaurant."
594,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,7,7,no_values,5,no_values,5,no_values,4,no_values,7,no_values,5,no_values,no_values,5,no_values,6,no_values,3.0,no_values,6,no_values,4,5,5,no_values,6,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,7,7,no_values,5,no_values,5,no_values,4,no_values,7,no_values,5,no_values,no_values,5,no_values,6,no_values,3.0,no_values,6,no_values,4,5,5,no_values,6,no_values,7,7,no_values,5,no_values,5,no_values,4,no_values,7,no_values,5,no_values,no_values,5,no_values,6,no_values,3.0,no_values,6,no_values,4,5,5,no_values,6,no_values,,7,7,no_values,5,no_values,5,no_values,4,no_values,4,5,no_values,no_values,5,"2,5,6",no_values,6,no_values,3,no_values,6,no_values,4,5,no_values,5,no_values,6,no_values,1972,R_3MrRnkWEBIxSTLD,4300,1,"2,5,6",Suppose you want to watch some video when you are alone in a park.
595,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,no_values,,4,3,no_values,2,no_values,1,no_values,1,no_values,1,2,no_values,no_values,5,2,no_values,"1,2,3",no_values,3,no_values,1,no_values,1,3,no_values,5,no_values,3,no_values,12789,R_doPqKDyTKgn6GHf,4304,1,"1,2,4",Suppose you want to check your social media when you are alone in a park.
