,ResponseId,Q1_feat1,Q1_feat2,Q1_feat3,Q1_feat4,Q1_feat5,Q1_feat7,Q2_feat1,Q2_feat2,Q2_feat3,Q2_feat5,Q3_feat1,Q3_feat2,Q3_feat3,Q3_feat4,Q3_feat6,Q4_feat1,Q4_feat3,Q5_feat1,Q5_feat2,Q5_feat3,Q5_feat4,Q5_feat6,Q6_feat1,Q6_feat2,Q6_feat3,Q6_feat4,Q7_feat1,Q7_feat2,Q7_feat3,Q7_feat5,Q8_feat1,Q8_feat2,Q8_feat3,Q8_feat5,Q9_feat1,Q9_feat2,Q9_feat3,Q9_feat4,Q9_feat6,Q10_feat1,Q10_feat2,Q10_feat3,Q10_feat4,Q10_feat6,Q10_feat7,Q11_feat1,Q11_feat2,Q11_feat3,Q11_feat5,Q12_feat1,Q12_feat2,Q12_feat3,Q12_feat5,Q13_feat1,Q13_feat2,Q13_feat4,Desktop_Computer_Q1_feat1,Desktop_Computer_Q1_feat2,Desktop_Computer_Q1_feat3,Desktop_Computer_Q1_feat4,Desktop_Computer_Q1_feat5,Desktop_Computer_Q1_feat7,Desktop_Computer_Q2_feat1,Desktop_Computer_Q2_feat2,Desktop_Computer_Q2_feat3,Desktop_Computer_Q2_feat5,Desktop_Computer_Q3_feat1,Desktop_Computer_Q3_feat2,Desktop_Computer_Q3_feat3,Desktop_Computer_Q3_feat4,Desktop_Computer_Q3_feat6,Desktop_Computer_Q4_feat1,Desktop_Computer_Q4_feat3,Desktop_Computer_Q5_feat1,Desktop_Computer_Q5_feat2,Desktop_Computer_Q5_feat3,Desktop_Computer_Q5_feat4,Desktop_Computer_Q5_feat6,Desktop_Computer_Q6_feat1,Desktop_Computer_Q6_feat2,Desktop_Computer_Q6_feat3,Desktop_Computer_Q6_feat4,Desktop_Computer_Q7_feat1,Desktop_Computer_Q7_feat2,Desktop_Computer_Q7_feat3,Desktop_Computer_Q7_feat5,Desktop_Computer_Q8_feat1,Desktop_Computer_Q8_feat2,Desktop_Computer_Q8_feat3,Desktop_Computer_Q8_feat5,Desktop_Computer_Q9_feat1,Desktop_Computer_Q9_feat2,Desktop_Computer_Q9_feat3,Desktop_Computer_Q9_feat4,Desktop_Computer_Q9_feat6,Desktop_Computer_Q10_feat1,Desktop_Computer_Q10_feat2,Desktop_Computer_Q10_feat3,Desktop_Computer_Q10_feat4,Desktop_Computer_Q10_feat6,Desktop_Computer_Q10_feat7,Desktop_Computer_Q11_feat1,Desktop_Computer_Q11_feat2,Desktop_Computer_Q11_feat3,Desktop_Computer_Q11_feat5,Desktop_Computer_Q12_feat1,Desktop_Computer_Q12_feat2,Desktop_Computer_Q12_feat3,Desktop_Computer_Q12_feat5,Desktop_Computer_Q13_feat1,Desktop_Computer_Q13_feat2,Desktop_Computer_Q13_feat4,device_use,Q20,actual_use,scenario,raw_scenario,Location,Relationship,org_scenaio,location_1,location_2,location_3,Relationship_1,Relationship_2,Relationship_3
108,R_21A4xXlvRoXPWnP,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,3,4",2,0,"Suppose you want to watch some video when you are with people you know (e.g., acquaintances, colleagues) at Starbucks","Supposeyouwanttowatchsomevideowhenyouarewithpeopleyouknow(e.g.,acquaintances,colleagues)atStarbucks",2,3,"Suppose you want to watch some video when you are with people you know (e.g., acquaintances, colleagues) at Starbucks",0,1,0,0,0,1
109,R_2PyPWjYAD2TwQLW,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4,5,6",4,0,"Suppose you want to watch some video when you are with people you know (e.g., acquaintances, colleagues) at Starbucks","Supposeyouwanttowatchsomevideowhenyouarewithpeopleyouknow(e.g.,acquaintances,colleagues)atStarbucks",2,3,"Suppose you want to watch some video when you are with people you know (e.g., acquaintances, colleagues) at Starbucks",0,1,0,0,0,1
110,R_3ReDl7z6SXgejMr,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4,5,6","1,4",0,"Suppose you want to watch some video when you are with people you know (e.g., acquaintances, colleagues) at Starbucks","Supposeyouwanttowatchsomevideowhenyouarewithpeopleyouknow(e.g.,acquaintances,colleagues)atStarbucks",2,3,"Suppose you want to watch some video when you are with people you know (e.g., acquaintances, colleagues) at Starbucks",0,1,0,0,0,1
111,R_XZpcsN5pljvfFbX,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4,5","2,4",0,"Suppose you want to watch some video when you are with people you know (e.g., acquaintances, colleagues) at Starbucks","Supposeyouwanttowatchsomevideowhenyouarewithpeopleyouknow(e.g.,acquaintances,colleagues)atStarbucks",2,3,"Suppose you want to watch some video when you are with people you know (e.g., acquaintances, colleagues) at Starbucks",0,1,0,0,0,1
112,R_OBdW84ToucafpAt,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4,5,6",1,0,"Suppose you want to watch some video when you are with people you know (e.g., acquaintances, colleagues) at Starbucks","Supposeyouwanttowatchsomevideowhenyouarewithpeopleyouknow(e.g.,acquaintances,colleagues)atStarbucks",2,3,"Suppose you want to watch some video when you are with people you know (e.g., acquaintances, colleagues) at Starbucks",0,1,0,0,0,1
113,R_2R8R701R6buARRN,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4,5,6","2,6",0,"Suppose you want to a view a text message when you with people you know (e.g., acquaintances, colleagues) at a street.","Supposeyouwanttoaviewatextmessagewhenyouwithpeopleyouknow(e.g.,acquaintances,colleagues)atastreet.",3,3,"Suppose you want to a view a text message when you with people you know (e.g., acquaintances, colleagues) at a street.",0,0,1,0,0,1
114,R_2VsSAjRVk9KtvE9,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,3,4",2,0,"Suppose you want to a view a text message when you with people you know (e.g., acquaintances, colleagues) at a street.","Supposeyouwanttoaviewatextmessagewhenyouwithpeopleyouknow(e.g.,acquaintances,colleagues)atastreet.",3,3,"Suppose you want to a view a text message when you with people you know (e.g., acquaintances, colleagues) at a street.",0,0,1,0,0,1
115,R_5gSJzhDDrIJKeFr,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,3,4,5,6",6,0,"Suppose you want to a view a text message when you with people you know (e.g., acquaintances, colleagues) at a street.","Supposeyouwanttoaviewatextmessagewhenyouwithpeopleyouknow(e.g.,acquaintances,colleagues)atastreet.",3,3,"Suppose you want to a view a text message when you with people you know (e.g., acquaintances, colleagues) at a street.",0,0,1,0,0,1
116,R_2376hdNqzxeeVuA,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4,5,6",1,0,"Suppose you want to a view a text message when you with people you know (e.g., acquaintances, colleagues) at a street.","Supposeyouwanttoaviewatextmessagewhenyouwithpeopleyouknow(e.g.,acquaintances,colleagues)atastreet.",3,3,"Suppose you want to a view a text message when you with people you know (e.g., acquaintances, colleagues) at a street.",0,0,1,0,0,1
117,R_cUgnBBdCxDi0QRX,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4",2,0,"Suppose you want to a view a text message when you with people you know (e.g., acquaintances, colleagues) at a street.","Supposeyouwanttoaviewatextmessagewhenyouwithpeopleyouknow(e.g.,acquaintances,colleagues)atastreet.",3,3,"Suppose you want to a view a text message when you with people you know (e.g., acquaintances, colleagues) at a street.",0,0,1,0,0,1
118,R_2tth4mEVy7XY8d5,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4,5,6","2,6",0,"Suppose you want to a view a text message when you with people you know (e.g., acquaintances, colleagues) at a street.","Supposeyouwanttoaviewatextmessagewhenyouwithpeopleyouknow(e.g.,acquaintances,colleagues)atastreet.",3,3,"Suppose you want to a view a text message when you with people you know (e.g., acquaintances, colleagues) at a street.",0,0,1,0,0,1
119,R_xurCMpsJJ8AHfmF,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4,5,6","2,6",0,"Suppose you want to a view a text message when you with people you know (e.g., acquaintances, colleagues) at a street.","Supposeyouwanttoaviewatextmessagewhenyouwithpeopleyouknow(e.g.,acquaintances,colleagues)atastreet.",3,3,"Suppose you want to a view a text message when you with people you know (e.g., acquaintances, colleagues) at a street.",0,0,1,0,0,1
120,R_8CU5qwwvklIZKkp,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4,5,6",2,0,"Suppose you want to a send a text message when you with people you know (e.g., acquaintances, colleagues) at a street.","Supposeyouwanttoasendatextmessagewhenyouwithpeopleyouknow(e.g.,acquaintances,colleagues)atastreet.",3,3,"Suppose you want to a send a text message when you with people you know (e.g., acquaintances, colleagues) at a street.",0,0,1,0,0,1
121,R_3e1UlFGZO7qLliO,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4,5,6",6,0,"Suppose you want to a send a text message when you with people you know (e.g., acquaintances, colleagues) at a street.","Supposeyouwanttoasendatextmessagewhenyouwithpeopleyouknow(e.g.,acquaintances,colleagues)atastreet.",3,3,"Suppose you want to a send a text message when you with people you know (e.g., acquaintances, colleagues) at a street.",0,0,1,0,0,1
122,R_3R9qwaNn9Ah2XTE,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4",2,0,"Suppose you want to a send a text message when you with people you know (e.g., acquaintances, colleagues) at a street.","Supposeyouwanttoasendatextmessagewhenyouwithpeopleyouknow(e.g.,acquaintances,colleagues)atastreet.",3,3,"Suppose you want to a send a text message when you with people you know (e.g., acquaintances, colleagues) at a street.",0,0,1,0,0,1
123,R_2xQ4393ExGHX6rj,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4,5,6","2,6",0,"Suppose you want to a send a text message when you with people you know (e.g., acquaintances, colleagues) at a street.","Supposeyouwanttoasendatextmessagewhenyouwithpeopleyouknow(e.g.,acquaintances,colleagues)atastreet.",3,3,"Suppose you want to a send a text message when you with people you know (e.g., acquaintances, colleagues) at a street.",0,0,1,0,0,1
124,R_yxyjsSrMmN69QNX,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4,5",2,0,"Suppose you want to a send a text message when you with people you know (e.g., acquaintances, colleagues) at a street.","Supposeyouwanttoasendatextmessagewhenyouwithpeopleyouknow(e.g.,acquaintances,colleagues)atastreet.",3,3,"Suppose you want to a send a text message when you with people you know (e.g., acquaintances, colleagues) at a street.",0,0,1,0,0,1
125,R_2b18sJIhCHQwZuY,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4,5,6","2,6",0,"Suppose you want to a send a text message when you with people you know (e.g., acquaintances, colleagues) at a street.","Supposeyouwanttoasendatextmessagewhenyouwithpeopleyouknow(e.g.,acquaintances,colleagues)atastreet.",3,3,"Suppose you want to a send a text message when you with people you know (e.g., acquaintances, colleagues) at a street.",0,0,1,0,0,1
126,R_2rVj29xf64Uyxex,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,3,4",2,0,"Suppose you want to a send a text message when you with people you know (e.g., acquaintances, colleagues) at a street.","Supposeyouwanttoasendatextmessagewhenyouwithpeopleyouknow(e.g.,acquaintances,colleagues)atastreet.",3,3,"Suppose you want to a send a text message when you with people you know (e.g., acquaintances, colleagues) at a street.",0,0,1,0,0,1
127,R_3ni3b2OEeZxGZg9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4,5,6","1,2,3,4,5,6",1,"Suppose you want to a send a text message when you with people you know (e.g., acquaintances, colleagues) at a street.","Supposeyouwanttoasendatextmessagewhenyouwithpeopleyouknow(e.g.,acquaintances,colleagues)atastreet.",3,3,"Suppose you want to a send a text message when you with people you know (e.g., acquaintances, colleagues) at a street.",0,0,1,0,0,1
128,R_1NFk6Rvb6W9pTBY,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4,5,6",2,0,Suppose you want to a send an email when you are walking on a street.,Supposeyouwanttoasendanemailwhenyouarewalkingonastreet.,3,1,Suppose you want to a send an email when you are walking on a street.,0,0,1,1,0,0
129,R_2rCbpxnspsCDrkR,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4,5,6",6,0,Suppose you want to a send an email when you are walking on a street.,Supposeyouwanttoasendanemailwhenyouarewalkingonastreet.,3,1,Suppose you want to a send an email when you are walking on a street.,0,0,1,1,0,0
130,R_1HoQAKrk5J9363U,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4,5,6",2,0,Suppose you want to a send an email when you are walking on a street.,Supposeyouwanttoasendanemailwhenyouarewalkingonastreet.,3,1,Suppose you want to a send an email when you are walking on a street.,0,0,1,1,0,0
131,R_sFCLo8N7ta5QILv,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3",1,0,Suppose you want to a send an email when you are walking on a street.,Supposeyouwanttoasendanemailwhenyouarewalkingonastreet.,3,1,Suppose you want to a send an email when you are walking on a street.,0,0,1,1,0,0
132,R_21GGUlqVfHV0sFa,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4,5,6","2,6",0,Suppose you want to a send an email when you are walking on a street.,Supposeyouwanttoasendanemailwhenyouarewalkingonastreet.,3,1,Suppose you want to a send an email when you are walking on a street.,0,0,1,1,0,0
133,R_bQS8ZamaJhBxHu9,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,3,4,5",2,0,Suppose you want to a send an email when you are walking on a street.,Supposeyouwanttoasendanemailwhenyouarewalkingonastreet.,3,1,Suppose you want to a send an email when you are walking on a street.,0,0,1,1,0,0
134,R_3FIDKh8Phn9KPhn,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4,5,6","2,4,5",0,"Suppose you want to read a digital document when you are at home with people you are close to (e.g., friends, family members).","Supposeyouwanttoreadadigitaldocumentwhenyouareathomewithpeopleyouarecloseto(e.g.,friends,familymembers).",1,2,"Suppose you want to read a digital document when you are at home with people you are close to (e.g., friends, family members).",1,0,0,0,1,0
135,R_3JyGIGLKsMcubFv,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4,5,6",1,0,"Suppose you want to read a digital document when you are at home with people you are close to (e.g., friends, family members).","Supposeyouwanttoreadadigitaldocumentwhenyouareathomewithpeopleyouarecloseto(e.g.,friends,familymembers).",1,2,"Suppose you want to read a digital document when you are at home with people you are close to (e.g., friends, family members).",1,0,0,0,1,0
136,R_3PGK2NLQ1iac2MG,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4",4,0,"Suppose you want to read a digital document when you are at home with people you are close to (e.g., friends, family members).","Supposeyouwanttoreadadigitaldocumentwhenyouareathomewithpeopleyouarecloseto(e.g.,friends,familymembers).",1,2,"Suppose you want to read a digital document when you are at home with people you are close to (e.g., friends, family members).",1,0,0,0,1,0
137,R_XuBQxHvOw5LqleF,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,"1,2,3,5","1,2,3",1,"Suppose you want to read a digital document when you are at home with people you are close to (e.g., friends, family members).","Supposeyouwanttoreadadigitaldocumentwhenyouareathomewithpeopleyouarecloseto(e.g.,friends,familymembers).",1,2,"Suppose you want to read a digital document when you are at home with people you are close to (e.g., friends, family members).",1,0,0,0,1,0
138,R_2aklnxjPXsoeQNM,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,"1,2,3,4,5,6","1,3,4,5",1,"Suppose you want to read a digital document when you are at home with people you are close to (e.g., friends, family members).","Supposeyouwanttoreadadigitaldocumentwhenyouareathomewithpeopleyouarecloseto(e.g.,friends,familymembers).",1,2,"Suppose you want to read a digital document when you are at home with people you are close to (e.g., friends, family members).",1,0,0,0,1,0
