,scenario,count
77,"Suppose you haveplanned to meet a friend next week and you want put this on your calendar when you with people you know (e.g.,acquaintances, colleagues) at a park",2
78,"Suppose you want to purchase something online when you are with people you are close to (e.g., friends, family members).",2
79,"Suppose you want to a send a text message when you with people you know (e.g., acquaintances, colleagues) at a street.",2
80,Suppose you want to aview a text message when you are alone at home,2
81,Suppose you are at sitting at Starbucks and you want to play a digital/online game with some close friends.,2
82,Suppose you want to asend an email when you are at Starbucks.,2
83,Suppose you want to a send an email when you are with a very close friend at a restaurant,2
84,"Suppose you want to call your mother for sharing an important update about your life when you are surrounded by people you know (e.g., acquaintances, colleagues) at your home.",2
85,"Suppose you want to a send a text message when you are surrounded by people you know (e.g., acquaintances, colleagues) at a restaurant.",2
86,Suppose you want to browse the internet when you are alone at a restaurant.,2
87,"Suppose you want to listen to some audio when you are with people you know (e.g., acquaintances, colleagues) at your home.",2
88,Suppose you are at your gym and you want to track the amount of calories you have burnt your workout.,2
89,Suppose you want to check your social media when you are alone in a park.,2
90,"Suppose you want to a view a text message when you are surrounded by people you know (e.g., acquaintances, colleagues) at your home.",2
91,"Suppose you are alone at home, you want to take a break from studying/working so you decide to play an online/digital game.",2
92,Suppose you want to call your mother for sharing an important update about your life when you are alone at home,2
93,Suppose you have planned to meet a friend next week and you want put this on your calendar when you are alone at home,2
94,Suppose you want to a send a text message when you are walking with a very close friend on a street,2
95,"Suppose you want to set up a reminder when you are at home with people you are close to (e.g., friends, family members).",2
96,"Suppose you want to take a click a photo when you are with people you are close to (e.g., friends, family members) at home",2
97,Suppose you are at starbucks and you realize today is the last day to pay one of your bills online.,2
98,"Suppose it is a regular working day, you want to track the total amount of calories you consume and burn off during the day.",2
99,"Suppose you want to a view a text message when you are surrounded by people you know (e.g., acquaintances, colleagues) at a restaurant.",2
100,"Suppose you want to browse the internet when you are at home with people you know (e.g., acquaintances, colleagues).",2
101,Suppose you want to watch some video when you are alone at your home.,2
102,Suppose you want to read a digital document when you are alone at home.,2
103,Suppose you have planned to meet a friend next week and you want to put this on your calendar when you are alone at a park,2
104,Suppose you want to find a route to home while walking on a street.,2
105,"Suppose you want to call your mother for sharing an important update about your life when you with people you know (e.g., acquaintances, colleagues) at a park",2
106,"Suppose you want to watch some video when you are at home with people you are close to (e.g., friends, family members)",2
107,Suppose you have planned to meet a friend next week and you want to put this on your calendar when you are alone at Starbucks.,2
108,Suppose you want to listen to some audio when you are alone at Starbucks.,1
109,"Suppose you want to watch some video when you are with people you know (e.g., acquaintances, colleagues) at your home.",1
110,"Suppose you want to listen to some audio when you are with people you know (e.g., acquaintances, colleagues) in a park.",1
111,Suppose you want to watch some video when you are alone in a park.,1
112,"Suppose you want to purchase something (e.g., book, household items) online when you are with your close friends at a park.",1
113,Suppose you want to set up a reminder about something when you are at Starbucks with close friends.,1
114,Suppose you have planned to meet a friend next week and you want to put this on your calendar when you are with a very close friend at a park.,1
115,Suppose you want to browse internet when you are with your close friends at a restaurant.,1
116,"Suppose you are at home with people you are close to (e.g., friends, family members) when you realize today is the last day to pay one of your bills online.",1
117,Suppose you want to set up a reminder when you are alone at your home.,1
118,Suppose you want to find a route to home when you are at Starbucks with your close friends.,1
119,"Suppose you want to a send a text message when you are surrounded by people you know (e.g., acquaintances, colleagues) at your home.",1
120,"Suppose you want to a send a text message when you are surrounded with people you are close to (e.g., friends, family members) at your home.",1
121,"Suppose you want to a view a text message when you are surrounded with people you are close to (e.g., friends, family members) at your home.",1
122,Suppose you want to a view a text message when you are walking with a very close friend on a street,1
123,Suppose you want to find a route to home when you are alone at Starbucks.,1
124,"Suppose you have planned to meet a friend next week and you want to put this on your calendar when you are surrounded with people you are close to (e.g., friends, family members) at your home.",1
125,"Suppose you want to a send an email when you are surrounded by people you know (e.g., acquaintances, colleagues) at a restaurant.",1
126,no_values,1
127,"Suppose you want to purchase something online when you are with people you know (e.g., acquaintances, colleagues) at your home.",1
128,"Suppose you want to find a route to a coffee shop when you are at home with people you are close to (e.g., friends, family members)",1
129,Suppose you want tofind a route to a coffee shop when you are alone at home.,1
130,"Suppose you are at a coffee shop, you have just read a book you loved and now you want to write a review for it to share with your close family and friends.",1
131,Suppose you are at sitting in a park and you want to play a digital/online game.,1
132,"Suppose you want to browse the internet when you are at home with people you are close to (e.g., friends, family members)",1
133,Suppose you want to call your mother for sharing an important update about your life when you are alone at Starbucks.,1
134,"Suppose you are at a park, you have just read a book you loved and now you want to write a review for it to share with people you are close to (e.g., friends, family members)",1
135,"Suppose you want to browse the internet when you are with people you know (e.g., acquaintances, colleagues) at a restaurant.",1
136,"Suppose you want to set up a reminder about something when you are with people you know (e.g., acquaintances, colleagues) at Starbucks.",1
